word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
kennet,2.18,0,0,1,A small hunting dog,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
nazim,2.18,0,0,1,The chief elected official of a local government in Pakistan.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
deni,2.18,0,0,1,"A subdivision of currency, equal to 0.01 Macedonian denar.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
lookbook,2.18,0,0,3,"A comprehensive directory of fashion-related companies and people, such as fashion designers, industry figures, brands and retail stores.",,,noun:3;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
tattersall,2.18,1,1,1,A fabric pattern containing squares of dark lines on a light background.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
cadherin,2.18,0,0,1,Any of a class of transmembrane proteins important in maintaining tissue structure.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
replicant,2.18,0,0,2,"A robot or artificial being that is an exact copy of a genuine lifeform, especially a human.",,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
northbridge,2.18,0,0,1,A microchip connected directly to the CPU (unlike the southbridge) and thus responsible for tasks that require the highest performance.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
stromboli,2.18,0,0,1,"A type of turnover filled with various cheeses, typically mozzarella, and Italian meats such as salami, capicola and bresaola.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kagome,2.18,0,0,2,"An arrangement of laths composed of interlaced triangles such that each point where two laths cross has four neighboring points. Although called a lattice, it is more closely related to the trihexagon",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
sandhill,2.18,0,0,2,A dune or sandpile.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
bomberman,2.18,0,0,1,A male bomber (person who sets bombs),,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kairos,2.18,0,0,1,A time when conditions are right for the accomplishment of a crucial action; the opportune and decisive moment.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
comandante,2.18,0,0,1,commandant,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
appy,2.18,0,0,6,An appetizer.,appaloosa,,noun:6,noun,True,2,NOUN,1.0,,False,True,False,,,,,,absent,,,
burd,2.18,0,0,1,"maiden, young woman",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
harewood,2.18,0,1,1,"stained sycamore maple wood, used in cabinet making",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
puy,2.18,0,0,2,"Any of several cone-shaped hills in the Auvergne, France that are the remains of extinct volcanos.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
mechatronics,2.18,0,1,1,"The synergistic combination of mechanical engineering, electronic engineering and software engineering for the study of automata from an engineering perspective and the control of advanced hybrid syst",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
indwelling,2.18,0,0,1,"A dwelling within, especially lodgement or habitation in the mind or soul.",,,adj:2;noun:1,adj,False,2,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
bunton,2.18,0,0,1,A wooden cross-stay in a shaft; a support for shaft slides.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
stormer,2.18,0,0,2,Someone who storms.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
clownfish,2.18,0,0,1,"Any of the colorful fish of genera Amphiprion and Premnas in subfamily Amphiprioninae of family Pomacentridae, native to the Pacific and Indian Oceans, notable for their mutual relationship with sea a",,,noun:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
tant,2.18,0,0,1,A tantalum capacitor.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
valk,2.18,0,0,1,valkyrie,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
microenvironment,2.18,0,0,3,A very small area that has different characteristics than its surroundings; the milieu (set of conditions) within this area.,,,noun:3,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
rappelling,2.18,0,1,1,A method used to descend heights with a rope.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
dut,2.18,0,0,1,A snug woolly hat.,,,intj:1;noun:1,intj,False,0,,,,False,True,False,,,,,,absent,,,
sportsbook,2.18,0,0,1,"A place where a gambler can bet on various sports competitions; the company that runs it; the website that is its online presence. (Most such companies offer online betting, subject to geofencing by s",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
spurting,2.18,0,0,1,The act of something that spurts.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
wheatland,2.18,0,0,1,An area where wheat is produced.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
recordkeeping,2.18,0,1,1,"The creation, collection and management of records, especially of a business or governmental nature.",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
petre,2.18,0,1,2,saltpetre,pet regression,,noun:2,noun,True,0,,,,False,True,False,,,,,,absent,,,
bottega,2.18,0,0,1,A workshop or studio in Italy.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
hoovering,2.18,1,1,1,The act of cleaning using a vacuum cleaner.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
netter,2.18,0,0,2,"One who nets (in any sense), or who uses a net.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
guruji,2.18,0,0,1,A guru or spiritual teacher.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
crutcher,2.18,0,0,2,A vessel in which the ingredients of soap are stirred with a crutch (form of prop).,,,noun:2,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
tiburon,2.18,0,0,1,"A shark; now specifically, Sphyrna tiburo or Negaprion brevirostris.",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
gue,2.18,0,0,2,A kind of fiddle or violin played on the Shetland Islands.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
datasheet,2.18,0,0,2,A document summarizing the performance and other technical characteristics of a product.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
mutch,2.18,0,0,2,A nightcap (hat worn to bed).,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
homotopy,2.18,1,1,5,A continuous deformation of one continuous function or map to another.,homotopy theory,,noun:5,noun,True,0,,,,False,True,False,,,,,,absent,,,
traipsing,2.18,1,1,1,Laborious walking.,,,noun:1;verb:1,noun,False,2,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
rukia,2.18,0,0,1,"Any bird of the genus Rukia, native to Micronesia.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
embryogenesis,2.18,0,1,1,The process by which an embryo is formed and develops.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
churro,2.18,0,0,1,"A fried pastry from Spain, typically eaten as a dessert and with chocolate beverage.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
anthro,2.18,1,1,3,Anthropology.,,,noun:3;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
ensuite,2.18,0,0,1,"A private bathroom connected to a bedroom, as in an apartment or hotel room.",,,adj:3;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
qutb,2.18,0,0,1,One of the Sufi spiritual leaders of a particular era.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
intercooler,2.18,0,0,1,A heat-exchange device located between other devices or processes.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
unibody,2.17,1,1,4,An automobile construction technique in which the body is integrated into a single unit with the chassis rather than having a separate body-on-frame.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,absent,,,
unelectable,2.17,0,0,1,"A person who is unable, unlikely, or unfit to be elected to office.",,,adj:1;noun:1,adj,False,1,ADJ,0.0,,False,True,False,,,adjective-like (morphology),,,absent,,,
cliffside,2.17,0,0,1,The side of a cliff.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
catenin,2.17,0,0,1,Any of a class of proteins that have a role in cell adhesion.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
earmuffs,2.17,0,0,1,"A headphone-like device designed to cover a person's ears for protection against cold or noise. They consist of a thermoplastic or metal head-band, that fits over the top of the head, and a pad at eac",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN,earmuff,,earmuff,,absent,,,
brickman,2.17,0,0,3,A brickmaker.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
rooker,2.17,0,0,1,A person who rooks (cheats or swindles).,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
monotherapy,2.17,0,0,1,A therapy which is administered by itself,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
alco,2.17,0,0,2,"A small South American dog, domesticated by the natives, now thought to be extinct.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
doy,2.17,0,0,1,A term of address to a young child.,,,intj:1;noun:1,intj,False,0,,,,False,True,False,,,,,,absent,,,
vives,2.17,0,1,1,"A disease of animals, especially horses, based in the glands under the ear, where a tumour is formed which sometimes ends in suppuration.",,,noun:1,noun,False,0,,,,False,True,False,,,,viv,,absent,,,
corpo,2.17,0,0,2,"A person, especially an executive, who works for or serves the interests of a big business or corporation.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
germline,2.17,0,0,1,Those cells of an individual that have genetic material that could be passed to offspring; the source of gametes.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
qubit,2.17,0,0,1,A quantum bit; the basic unit of quantum information described by a superposition of two states; a quantum bit in a quantum computer capable of being in a state of superposition; A binary qudit.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
combinator,2.17,0,0,1,A lambda expression which has no free variables in it.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
theming,2.17,1,1,1,The application of a theme.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
emerg,2.17,0,0,1,The emergency department of a hospital.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
emption,2.17,0,1,1,The act of buying; purchase.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
emptier,2.17,0,0,1,"A person who, or device which empties.",,,adj:1;noun:1,adj,False,2,ADJ,0.0,,False,True,False,ADJ;NOUN,empty,"noun, also adjective",,,absent,,,
stapling,2.17,0,0,1,The act by which something is stapled.,,,noun:1;verb:1,noun,False,1,NOUN,1.0,,False,True,False,NOUN;VERB,,"noun, also verb",,,absent,,,
adamantium,2.17,0,1,1,A fictional metal which is indestructible or nearly so.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
toko,2.17,0,1,2,"A shop in the Netherlands selling mainly Asian food products, and generally Asian- or Indo-European-owned.",toco,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
defensor,2.17,0,0,3,one who defends; a defender,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
teil,2.17,0,0,1,"The lime tree, or linden.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
danza,2.17,0,1,1,A Puerto Rican music genre associated with ballroom dancing.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
transfection,2.17,1,1,1,The introduction of foreign genetic material (such as DNA or RNA) into a eukaryotic cell.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
laneway,2.17,0,0,1,A narrow roadway; a lane,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
loveday,2.17,0,0,2,A day appointed for a meeting intended to amicably resolve a dispute; also the meeting held on such a day.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
interdimensional,2.17,0,0,1,A hypothetical being that can move between dimensions.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
cineplex,2.17,0,0,1,A cinema having multiple theatres (showing rooms).,,,noun:1,noun,False,2,PROPN,0.0,,False,True,False,,,,,,absent,,,
darr,2.17,0,0,1,"A bird, the black tern.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pitter,2.17,0,0,1,A device that removes pits from fruit such as olives or cherries.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pils,2.17,1,1,1,Pilsner.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
marceline,2.17,1,1,1,A thin silk fabric used for linings etc. in hats and ladies' dresses.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
genny,2.17,0,0,2,A person from the suburbs who moves to a low-income urban area.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
snowmobiling,2.17,0,1,1,The use of a snowmobile for amusement.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,,,,,absent,,,
mero,2.17,0,0,2,Any of several large groupers of warm seas.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
sug,2.17,0,0,1,sugar; sweetheart (as a term of endearment),,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
stallman,2.17,0,0,2,"A male stallholder, especially one who sells books.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
rito,2.17,0,1,2,"The young leaves of the coconut palm, used in traditional weaving in the Pacific.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
homescreen,2.17,0,0,1,The main or first interface shown in a graphical user interface.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
manju,2.17,0,0,1,"A traditional Japanese confection; most have an outside made from flour, rice powder, kudzu, and buckwheat, and a filling of red bean paste, usually made from boiled azuki beans and sugar; in Hawaii, ",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
heartedness,2.17,1,1,2,The state or quality of being hearted.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
boulanger,2.17,1,1,1,Eggplant; aubergine.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
espada,2.17,0,0,1,A matador.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
archy,2.16,0,1,1,A political theory or practice that supports hierarchy and authority; the opposite of anarchy.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
dione,2.16,0,0,1,diketone,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
odum,2.16,0,0,1,"Synonym of mvule (""a tree of species Milicia excelsa"")",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
cama,2.16,0,0,1,A hybrid animal produced by breeding a camel and a llama.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
homestand,2.16,0,0,1,A series of games played at a team's home field,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
earworm,2.16,0,0,3,"A tune that keeps replaying in one's head or that one keeps thinking about, especially if unwanted.",corn earworm,,noun:3,noun,True,0,,,,False,True,False,,,,,,absent,,,
chaya,2.16,0,0,3,A teahouse in Japan.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
kayser,2.16,0,0,1,"A unit of wavenumber in the CGS system of units, equivalent to the number of waves in one centimeter.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
sexo,2.16,0,1,2,A sexual offender.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
lovat,2.16,1,1,1,A dusty blue-green colour.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
piledriver,2.16,0,0,4,A very hard shot.,pile driver,,noun:4,noun,False,0,,,,False,True,False,,,,,,absent,,,
chook,2.16,0,0,4,"A chicken, especially a hen.",,,noun:4;intj:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
trackside,2.16,0,0,1,The area that borders a track.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
kanga,2.16,0,0,3,"A comb, required to be worn at all times by Sikhs, one of the five Ks.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
ebit,2.16,0,0,1,An entangled bit (in a quantum computer),,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
dalal,2.16,0,0,1,A broker; a middleman.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
orl,2.16,0,0,2,An alder tree.,,,noun:2;adv:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
fod,2.16,0,0,1,"forehead, particularly a large one",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
metastable,2.16,0,0,1,"A particle, etc. in the metastable state.",,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
ranga,2.16,0,0,1,An orange-haired or red-haired person.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
agung,2.16,0,0,1,A gong used in the Philippines and Indonesia.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
lumpkin,2.16,0,0,1,"A clumsy, heavy, stupid, silly or blundering person.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
renate,2.16,0,0,1,Any animal with a kidney.,,,adj:1;noun:1;verb:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
cyclocross,2.16,0,1,1,"A form of bicycle racing consisting of many laps of a short course featuring pavement, wooded trails, grass, steep hills and obstacles and requiring the rider to quickly dismount, carry the bike whils",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
ansa,2.16,0,0,2,"The most protruding part of planetary rings as seen from a distance, perceived to project like handles on either side of the disc of the planet.",,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
gummer,2.16,0,0,3,A person or machine that applies gum.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
agroforestry,2.16,0,1,1,An agricultural approach of using the interactive benefits from combining trees and shrubs with crops and/or livestock.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
haplogroup,2.16,0,0,1,A group of closely related haplotypes.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
paperwhite,2.16,0,0,2,"A bulbous perennial, of species Narcissus papyraceus, native to the Mediterranean region, with fragrant bunches of white flowers.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
autocar,2.16,0,0,1,A road vehicle powered by steam or electricity rather than by traction.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
incognita,2.16,0,0,2,A woman who is unknown or in disguise.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
moksha,2.16,0,1,1,"In Indian philosophy and theology, the final liberation of the soul or consciousness from samsara and the bringing to an end of all the suffering involved in being subject to the cycle of reincarnatio",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
enviro,2.16,0,0,1,An ecofreak.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
denuclearization,2.16,1,1,1,The act or process of denuclearizing.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
benda,2.16,0,0,1,"An old Guinean unit of mass, equivalent to 0.0642 kilograms.",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
samiti,2.16,0,0,1,A local political association,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yachty,2.16,0,0,1,A yachtsman or yachtswoman.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
paclitaxel,2.16,0,1,1,"A taxane antineoplastic drug C₄₇H₅₁NO₁₄ originally isolated from the bark of the Pacific yew, Taxus brevifolia, but now typically derived as a semisynthetic product of the English yew; it interferes w",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
frontcourt,2.16,0,0,2,The half of the court where a team's offensive basket is located.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
bullcrap,2.16,0,1,1,Bullshit.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
princeps,2.16,0,0,3,The title of the Roman emperor during the principate.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
matsu,2.16,0,0,1,"Pinus thunbergii, the Japanese pine.",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
bester,2.16,0,0,1,A fraudulent bookmaker.,,,adj:1;noun:1,adj,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
gotch,2.16,0,0,1,Men's underwear.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
bandura,2.16,0,0,1,"A Ukrainian plucked stringed instrument with a tear-shaped body, like an asymmetrical lute or a vertical zither, which is played with both hands while held upright on the lap.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
gamertag,2.16,0,0,1,A pseudonym by which an individual playing an online game with others is identified,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
derecho,2.16,0,0,1,"A windstorm characterized by strong, straight-line winds.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
culottes,2.16,0,0,1,A type of loose shorts which look like a skirt; a divided skirt.,,,noun:1,noun,False,0,,,,False,True,False,NOUN,culotte,,culotte,,absent,,,
bridie,2.16,0,0,1,"A Scottish meat pastry, similar to a Cornish pasty.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
nametag,2.16,0,0,1,A tag with one's name inscribed on it.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
mailroom,2.16,0,0,1,A room used for receiving and (usually) sending mail.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
chron,2.15,0,0,1,A period of time between two geomagnetic reversals.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
horcrux,2.15,0,0,2,"In Harry Potter, an object in which a wizard has concealed a part of their soul through magic, rendering them immortal until the object is irreparably damaged or destroyed.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
tule,2.15,0,0,2,"Any of a number of large freshwater sedges of western North America formerly classified in the genus Scirpus, but now mostly as Schoenoplectus",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
olay,2.15,1,1,1,"palm leaves, prepared for being written upon with a steel-tipped stylus",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
bisphenol,2.15,0,0,1,"Any of a class of organic compounds, derived from methylenediphenol, CH₂(C₆H₄OH)₂, formed by the condensation of a phenol with an aldehyde or ketone.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
khon,2.15,0,1,1,A Thai form of dance with music and narration.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
murr,2.15,0,0,2,A catarrh.,,,noun:2;adj:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
hythe,2.15,0,0,1,A landing-place in a river; a harbour or small port.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
brazing,2.15,1,1,2,A method of joining metals by using heat and a filler,,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
kegel,2.15,0,0,2,The pubococcygeal muscles.,,,noun:2;verb:1,noun,True,0,,,,False,True,False,,,,,,absent,,,
quadrupole,2.15,0,0,2,A distribution of either electric charge or magnetization equivalent to two dipoles that point in opposite directions.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
tweaker,2.15,0,0,5,A person who tweaks something.,,,noun:5,noun,False,0,,,,False,True,False,,,,,,absent,,,
brinkman,2.15,0,0,1,One who advocates for brinkmanship.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
susu,2.15,0,0,1,"An informal money pooling scheme practised in Africa, the Caribbean, and some immigrant communities.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yoi,2.15,0,1,2,"A preparatory position in karate, with the arms slightly forward, elbows slightly bent, and fists closed.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
roon,2.15,0,0,1,A shred or remnant (usually of cloth).,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
negara,2.15,0,0,1,A constituent state of Indonesia when it was under Dutch control.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
denialism,2.15,0,1,1,"The practice of rejecting propositions which are strongly supported by scientific or historical evidence, and often of seeking to influence policy processes and outcomes accordingly.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
waterworld,2.15,0,0,1,A planet or other large environment that is dominated by water.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
weta,2.15,0,0,1,"Any of about 70 insect species in the families Anostostomatidae and Rhaphidophoridae, endemic to New Zealand, resembling katydids or crickets.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pano,2.15,0,1,2,A panoramic image.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
moka,2.15,0,1,2,A moka pot.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
ricker,2.15,0,0,1,"A thick pole for use in making a rick, or for a spar to a boat.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
crewmember,2.15,0,0,1,A member of a crew.,,,noun:1,noun,False,11,NOUN,1.0,,False,True,False,,,,,,absent,,,
parkrun,2.15,1,1,1,An informal weekly 5 km (2 km for junior parkrun) running event that takes place in a park or similar location.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
energetics,2.15,0,1,3,The field of study focused on the flow and transformation of energy.,,,noun:3,noun,False,1,NOUN,1.0,,False,True,False,,,,energetic,,absent,,,
sango,2.15,0,0,2,A sandwich.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
leatherman,2.15,0,0,3,"A member of a homosexual male subculture that grew out of male-only motorcycle clubs formed by homosexual veterans returning from World War II, stressing masculinity in contradiction to androgynous an",,,noun:3,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
delt,2.15,0,0,1,The deltoid muscle.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
taupo,2.15,0,0,1,"In Samoan culture, a ceremonial virgin, the daughter of a village chief.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
makan,2.15,0,1,1,Food.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
higashi,2.15,0,0,4,The (more prestigious) right-hand side of the banzuke.,,,noun:4,noun,False,0,,,,False,True,False,,,,,,absent,,,
samsonite,2.15,0,1,1,"A black, monoclinic silver manganese antimony sulfosalt mineral.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
homeware,2.15,1,1,1,"Furnishings for the home, such as furniture and cushions.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
jobsite,2.15,0,0,1,"A physical location where work is done, especially construction work.",,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
gigafactory,2.15,0,0,2,A very large manufacturing facility.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
trialling,2.15,0,1,2,The process of running a trial; an experiment or pilot.,,,noun:2;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
hooley,2.15,0,0,2,"A noisy celebration or party; also, an evening of traditional music and dance.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
